NALT_URI	Label
https://lod.nal.usda.gov/nalt/105511	pecan leaf phylloxera
https://lod.nal.usda.gov/nalt/105519	fossil energy resources
https://lod.nal.usda.gov/nalt/105520	bituminous sands
https://lod.nal.usda.gov/nalt/10555	antitussive drugs
https://lod.nal.usda.gov/nalt/10558	breonesin
https://lod.nal.usda.gov/nalt/10562	non-preference (pest resistance)
https://lod.nal.usda.gov/nalt/105688	OAdV-7 (Ovine adenovirus 7)
https://lod.nal.usda.gov/nalt/105689	DAdV-1 (Duck adenovirus 1)
https://lod.nal.usda.gov/nalt/105690	BAdV-4 (Bovine adenovirus 4)
https://lod.nal.usda.gov/nalt/105691	PoAdV (Possum adenovirus)
https://lod.nal.usda.gov/nalt/10570	antlike stone beetles
https://lod.nal.usda.gov/nalt/105710	FrAdV (Frog adenovirus)
https://lod.nal.usda.gov/nalt/105711	TAdV-3 (Turkey adenovirus 3)
https://lod.nal.usda.gov/nalt/105727	AdorGV (Adoxophyes orana granulovirus)
https://lod.nal.usda.gov/nalt/105728	ChfuGV (Choristoneura fumiferana granulovirus)
https://lod.nal.usda.gov/nalt/105729	CrIeGV (Cryptophlebia leucotreta granulovirus)
https://lod.nal.usda.gov/nalt/10573	mealybugs
https://lod.nal.usda.gov/nalt/105730	HabrGV (Harrisina brillians granulovirus)
https://lod.nal.usda.gov/nalt/105731	HearGV (Helicoverpa armigera granulovirus)
https://lod.nal.usda.gov/nalt/105732	LaolGV (Lacanobia oleracea granulovirus)
https://lod.nal.usda.gov/nalt/105733	PhopGV (Phthorimaea operculella granulovirus)
https://lod.nal.usda.gov/nalt/105734	PlxyGV (Plutella xylostella granulovirus)
https://lod.nal.usda.gov/nalt/105735	PsunGV (Pseudalatia unipuncta granulovirus)
https://lod.nal.usda.gov/nalt/10574	Rhodesgrass mealybug
https://lod.nal.usda.gov/nalt/105752	glacial ice
https://lod.nal.usda.gov/nalt/10576	foldingdoor spiders
https://lod.nal.usda.gov/nalt/105766	Arab Gulf
https://lod.nal.usda.gov/nalt/105777	East Sea (Sea of Japan)
https://lod.nal.usda.gov/nalt/105780	Bo Gulf
https://lod.nal.usda.gov/nalt/105783	Caspian Lake
https://lod.nal.usda.gov/nalt/105797	St Lawrence River
https://lod.nal.usda.gov/nalt/105799	River Nile
https://lod.nal.usda.gov/nalt/10580	Antwerp
https://lod.nal.usda.gov/nalt/105801	TVCV (Tobacco vein clearing virus)
https://lod.nal.usda.gov/nalt/105803	LP gas
https://lod.nal.usda.gov/nalt/105807	deglaciation
https://lod.nal.usda.gov/nalt/105813	fig fruit fly
https://lod.nal.usda.gov/nalt/105814	Laodelphax striatella
https://lod.nal.usda.gov/nalt/105816	(Z)-9-tricosene
https://lod.nal.usda.gov/nalt/105818	EC 1.11.1.15
https://lod.nal.usda.gov/nalt/10582	Anulomyces agalaxiae
https://lod.nal.usda.gov/nalt/105821	cage free husbandry
https://lod.nal.usda.gov/nalt/105822	balsam twig aphid
https://lod.nal.usda.gov/nalt/105824	Homalodisca coagulata
https://lod.nal.usda.gov/nalt/105826	X ray crystallography
https://lod.nal.usda.gov/nalt/10583	bufonids
https://lod.nal.usda.gov/nalt/10584	tree frogs
https://lod.nal.usda.gov/nalt/105841	detritivory
https://lod.nal.usda.gov/nalt/105847	saprotrophism
https://lod.nal.usda.gov/nalt/105851	ART (assisted reproductive technologies)
https://lod.nal.usda.gov/nalt/105859	AdhoNPV (Adoxophyes honmai nucleopolyhedrovirus)
https://lod.nal.usda.gov/nalt/10586	true frogs
https://lod.nal.usda.gov/nalt/105862	AgipMNPV (Agrotis ipsilon multiple nucleopolyhedrovirus)
https://lod.nal.usda.gov/nalt/105876	BuzuNPV (Buzura suppressaria NPV)
https://lod.nal.usda.gov/nalt/105901	African eggplant
https://lod.nal.usda.gov/nalt/10591	mood
https://lod.nal.usda.gov/nalt/105911	brackishwater fish
https://lod.nal.usda.gov/nalt/105916	Huang He
https://lod.nal.usda.gov/nalt/105917	Chang Jiang
https://lod.nal.usda.gov/nalt/10592	ghost spiders
https://lod.nal.usda.gov/nalt/105920	animal captivity
https://lod.nal.usda.gov/nalt/105956	water vapour
